,microwave_11_Trans_V7_gradTruth,microwave_11_Trans_V7_predicted
23126,4.0,4.7173758
23127,4.0,4.7266936
23128,4.0,4.712504
23129,4.0,4.705653
23130,4.0,4.698116
23131,4.0,4.6993155
23132,5.0,4.701561
23133,4.0,4.7277503
23134,4.0,4.700258
23135,4.0,4.7456913
23136,4.0,4.70299
23137,4.0,4.690023
23138,4.0,4.6976423
23139,5.0,4.718309
23140,4.0,4.700498
23141,4.0,4.6957154
23142,4.0,4.700041
23143,4.0,4.706616
23144,4.0,4.691411
23145,4.0,4.7016206
23146,4.0,4.690164
23147,5.0,4.700217
23148,4.0,4.7084327
23149,4.0,4.6728144
23150,4.0,4.6882496
23151,4.0,4.666565
23152,4.0,4.6579623
23153,4.0,4.6703353
23154,4.0,4.6786
23155,4.0,4.6801815
23156,4.0,4.6766357
23157,4.0,4.6999874
23158,4.0,4.6969614
23159,5.0,4.6646533
23160,4.0,4.679562
23161,4.0,4.660938
23162,5.0,4.6716275
23163,5.0,4.6866975
23164,4.0,4.682581
23165,4.0,4.6950846
23166,4.0,4.683456
23167,4.0,4.6968303
23168,4.0,4.6848636
23169,4.0,4.6885543
23170,4.0,4.678484
23171,4.0,4.6693344
23172,4.0,4.7002916
23173,4.0,4.685854
23174,4.0,4.6943493
23175,5.0,4.673058
23176,4.0,4.6625843
23177,4.0,4.6988626
23178,4.0,4.660182
23179,4.0,4.6766877
23180,5.0,4.6797643
23181,4.0,4.6567087
23182,5.0,4.6876507
23183,4.0,4.673224
23184,4.0,4.675038
23185,4.0,4.653015
23186,5.0,4.680365
23187,5.0,4.65913
23188,4.0,4.6706405
23189,4.0,4.680016
23190,4.0,4.695905
23191,4.0,4.634879
23192,4.0,4.680723
23193,4.0,4.696873
23194,4.0,4.661159
23195,4.0,4.65201
23196,4.0,4.6752586
23197,5.0,4.660691
23198,4.0,4.6751733
23199,4.0,4.690413
23200,4.0,4.6765943
23201,4.0,4.6779237
23202,4.0,4.671301
23203,4.0,4.6881585
23204,4.0,4.6889653
23205,5.0,4.69573
23206,4.0,4.666736
23207,4.0,4.668021
23208,4.0,4.6780343
23209,4.0,4.6708727
23210,4.0,4.6713514
23211,4.0,4.6790853
23212,4.0,4.6734567
23213,5.0,4.6866407
23214,4.0,4.674953
23215,4.0,4.6842713
23216,4.0,4.6715474
23217,5.0,4.671906
23218,4.0,4.680051
23219,4.0,4.684356
23220,5.0,4.6909046
23221,4.0,4.678805
23222,4.0,4.6737404
23223,4.0,4.684541
23224,5.0,4.6751204
23225,5.0,4.672442
23226,4.0,4.665775
23227,4.0,4.6696835
23228,4.0,4.678668
23229,4.0,4.6719656
23230,4.0,4.67632
23231,4.0,4.6768513
23232,4.0,4.6811414
23233,5.0,4.666693
23234,4.0,4.660307
23235,4.0,4.6678367
23236,5.0,4.6751065
23237,4.0,5.772276
23238,4.0,4.497129
23239,4.0,4.6095057
23240,4.0,4.6103506
23241,4.0,4.5516524
23242,4.0,4.5176015
23243,4.0,4.548779
23244,5.0,4.5659475
23245,4.0,4.581064
23246,5.0,4.595759
23247,4.0,4.5786033
23248,5.0,4.56806
23249,4.0,4.565347
23250,5.0,4.5760293
23251,4.0,4.5687184
23252,4.0,4.570062
23253,4.0,4.5881743
23254,4.0,4.577349
23255,4.0,4.5797987
23256,5.0,4.585964
23257,4.0,4.5743675
23258,4.0,4.579828
23259,4.0,4.5951242
23260,4.0,4.5841084
23261,5.0,4.591499
23262,5.0,4.579847
23263,4.0,4.587282
23264,5.0,4.5861588
23265,5.0,4.5922704
23266,4.0,4.590749
23267,4.0,4.5789447
23268,4.0,4.567787
23269,5.0,4.5722666
23270,5.0,4.578702
23271,4.0,4.588412
23272,4.0,4.591045
23273,4.0,4.588354
23274,4.0,4.586587
23275,4.0,4.5887017
23276,4.0,4.583548
23277,4.0,4.589921
23278,4.0,4.5851736
23279,4.0,4.591727
23280,4.0,4.595089
23281,5.0,4.5877733
23282,5.0,4.5802636
23283,5.0,4.5796175
23284,4.0,4.5757456
23285,4.0,4.587393
23286,4.0,4.5885534
23287,4.0,4.5945616
23288,4.0,4.574384
23289,5.0,4.5692124
23290,4.0,4.570474
23291,4.0,4.577447
23292,4.0,4.5915008
23293,5.0,4.5919595
23294,5.0,4.592134
23295,5.0,4.588842
23296,4.0,4.5869794
23297,4.0,4.579195
23298,4.0,4.5757203
23299,4.0,4.58487
23300,4.0,4.579627
23301,4.0,4.588907
23302,5.0,4.595495
23303,4.0,4.594222
23304,5.0,4.585873
23305,4.0,4.6027555
23306,4.0,4.5803146
23307,4.0,4.593715
23308,5.0,4.6032104
23309,5.0,4.5843863
23310,4.0,4.579059
23311,5.0,4.5915823
23312,4.0,4.5937104
23313,5.0,4.5894775
23314,4.0,4.591377
23315,4.0,4.58885
23316,4.0,4.5898514
23317,4.0,4.581703
23318,4.0,4.6029963
23319,4.0,4.5776315
23320,4.0,4.581689
23321,4.0,4.5815606
23322,4.0,4.5920963
23323,4.0,4.5862617
23324,4.0,4.593169
23325,5.0,4.5995812
23326,4.0,4.578395
23327,5.0,4.573911
23328,4.0,4.577724
23329,4.0,4.5787673
23330,4.0,4.573995
23331,4.0,4.5815887
23332,4.0,4.5920115
23333,4.0,4.59053
23334,4.0,4.5927644
23335,4.0,4.5864253
23336,5.0,4.5835695
23337,4.0,4.5860467
23338,5.0,4.592158
23339,4.0,4.5941763
23340,5.0,4.5887575
23341,4.0,4.5645347
23342,4.0,4.574659
23343,5.0,4.57341
23344,5.0,4.587886
23345,5.0,4.5968795
23346,4.0,4.579527
23347,5.0,4.587792
23348,4.0,4.575936
23349,4.0,4.583671
23350,4.0,4.5886436
23351,4.0,4.5907125
23352,4.0,4.586364
23353,4.0,4.581687
23354,4.0,4.588285
23355,4.0,4.590071
23356,5.0,4.588793
23357,4.0,4.587171
23358,5.0,4.590169
23359,5.0,4.5930696
23360,4.0,4.589659
23361,4.0,4.5767508
23362,4.0,4.5643554
23363,4.0,4.5859222
23364,5.0,4.573746
23365,4.0,4.5946164
23366,4.0,4.573653
23367,5.0,4.5728865
23368,4.0,4.5855784
23369,4.0,4.580744
23370,5.0,4.591471
23371,4.0,4.593877
23372,4.0,4.578918
23373,5.0,4.563272
23374,4.0,4.573438
23375,4.0,4.5847597
23376,4.0,4.580796
23377,5.0,4.6039066
23378,4.0,4.5838904
23379,4.0,4.590514
23380,5.0,4.563243
23381,5.0,4.576937
23382,4.0,4.581405
23383,5.0,4.584928
23384,4.0,4.583899
23385,4.0,4.5823393
23386,4.0,4.590181
23387,4.0,4.5876985
23388,4.0,4.5888276
23389,5.0,4.582224
23390,4.0,4.5734167
23391,4.0,4.574556
23392,4.0,4.574979
23393,4.0,4.5865803
23394,5.0,4.5802517
23395,5.0,4.583155
23396,5.0,4.579948
23397,5.0,4.5806403
23398,4.0,4.5948944
23399,4.0,4.589394
23400,5.0,4.584745
23401,4.0,4.571965
23402,4.0,4.5820236
23403,4.0,4.5827336
23404,4.0,4.595469
23405,5.0,4.589079
23406,4.0,4.589599
23407,4.0,4.5722995
23408,5.0,4.5825806
23409,4.0,4.572156
23410,4.0,4.5899377
23411,4.0,4.5866838
23412,5.0,4.5849867
23413,4.0,4.583992
23414,5.0,4.5674777
23415,4.0,4.5859423
23416,4.0,4.5808973
23417,5.0,4.5962987
23418,4.0,4.577594
23419,4.0,4.5735
23420,4.0,4.566165
23421,4.0,4.5857425
23422,4.0,4.591239
23423,4.0,4.596436
23424,4.0,4.5751505
23425,5.0,4.5683656
23426,4.0,4.566948
23427,5.0,4.578979
23428,4.0,4.600612
23429,5.0,4.5849724
23430,4.0,4.574108
23431,4.0,4.591342
23432,4.0,4.581369
23433,4.0,4.578757
23434,4.0,4.580614
23435,4.0,4.5876837
23436,4.0,4.5843296
23437,4.0,4.5909715
23438,4.0,4.5861907
23439,4.0,4.5819836
23440,5.0,4.5806904
23441,4.0,4.5885506
23442,4.0,4.5908575
23443,5.0,4.578586
23444,4.0,4.565443
23445,4.0,4.586054
23446,5.0,4.602362
23447,4.0,4.594055
23448,4.0,4.5971146
23449,4.0,4.5715714
23450,4.0,4.5843277
23451,4.0,4.5658727
23452,4.0,4.571822
23453,4.0,4.5882807
23454,4.0,4.5944777
23455,4.0,4.599047
23456,4.0,4.5820613
23457,4.0,4.5726404
23458,4.0,4.586717
23459,4.0,4.586935
23460,4.0,4.5956063
23461,4.0,4.5961523
23462,4.0,4.597282
23463,4.0,4.5973396
23464,4.0,4.5704265
23465,5.0,4.5713487
23466,4.0,4.5803084
23467,4.0,4.592961
23468,5.0,4.579543
23469,4.0,4.5679364
23470,4.0,4.57619
23471,4.0,4.583263
23472,4.0,4.579836
23473,4.0,4.575599
23474,5.0,4.5802255
23475,4.0,4.59291
23476,4.0,4.5899224
23477,4.0,4.593218
23478,5.0,4.584372
23479,4.0,4.568948
23480,5.0,4.5474815
23481,4.0,4.580391
23482,4.0,4.620652
23483,4.0,4.582746
23484,5.0,4.619643
23485,4.0,4.628608
23486,4.0,4.612547
23487,4.0,4.5644693
23488,5.0,4.466834
23489,5.0,4.525624
23490,4.0,4.6176805
23491,4.0,4.6362634
23492,4.0,4.6398096
23493,4.0,4.6401973
23494,4.0,4.643153
23495,4.0,4.623163
23496,4.0,4.6232934
23497,4.0,4.6407356
23498,4.0,4.636879
23499,4.0,4.635136
23500,4.0,4.6379
23501,4.0,4.6416593
23502,4.0,4.632772
23503,4.0,4.6316595
23504,5.0,4.644332
23505,4.0,4.6321187
23506,4.0,4.6301427
23507,4.0,4.6463976
23508,4.0,4.631671
23509,4.0,4.6400332
23510,4.0,4.626233
23511,4.0,4.642989
23512,4.0,4.647765
23513,4.0,4.6502314
23514,4.0,4.656881
23515,4.0,4.6562395
23516,4.0,4.6558805
23517,5.0,4.6204953
23518,5.0,4.6159897
23519,4.0,4.626183
23520,4.0,4.622216
23521,4.0,4.5061035
23522,4.0,4.5939093
23523,4.0,4.6705227
23524,4.0,4.6545644
23525,4.0,4.615055
23526,4.0,4.6267414
23527,5.0,4.600061
23528,4.0,4.621177
23529,4.0,4.60066
23530,5.0,4.6338463
23531,4.0,4.647759
23532,4.0,4.6130915
23533,4.0,4.5508604
23534,4.0,4.541245
23535,4.0,4.5654855
23536,4.0,4.589059
23537,4.0,4.6044993
23538,4.0,4.601934
23539,37.0,4.605818
23540,206.0,4.566768
23541,1582.0,477.67767
23542,1575.0,1440.4419
23543,1579.0,1533.249
23544,63.0,1536.8624
23545,62.0,901.9329
23546,62.0,1650.0765
23547,62.0,1634.576
23548,62.0,1627.0027
23549,212.0,1625.6223
23550,1572.0,1612.3992
23551,1580.0,1583.0602
23552,1580.0,1484.675
23553,63.0,184.74747
23554,63.0,777.1634
23555,63.0,922.4852
23556,63.0,1547.814
23557,63.0,1526.298
23558,1574.0,1637.1892
23559,1584.0,1617.9137
23560,1575.0,1477.2064
23561,62.0,1462.5448
23562,63.0,117.4015
23563,63.0,77.60092
23564,62.0,117.26675
23565,63.0,198.96501
23566,277.0,1135.6124
23567,1570.0,1668.1802
23568,42.0,1646.019
23569,63.0,1564.7036
23570,63.0,741.6848
23571,63.0,1532.5509
23572,63.0,1601.8628
23573,63.0,1639.6311
23574,226.0,1659.3931
23575,1569.0,1613.6013
23576,1571.0,1586.078
23577,1569.0,1485.357
23578,62.0,558.9261
23579,62.0,61.693943
23580,62.0,401.97348
23581,63.0,942.54285
23582,62.0,1609.1937
23583,62.0,1657.522
23584,1562.0,1648.6173
23585,60.0,1607.089
23586,62.0,209.51355
23587,62.0,412.5883
23588,62.0,1346.6709
23589,62.0,941.17395
23590,62.0,1406.2522
23591,209.0,1679.8058
23592,1564.0,1598.9008
23593,1560.0,1600.7922
23594,1560.0,1460.7305
23595,63.0,1468.4172
23596,62.0,1247.6978
23597,62.0,1531.141
23598,63.0,1531.5504
23599,62.0,1547.9557
23600,1564.0,1616.1609
23601,1557.0,1577.8695
23602,1551.0,1514.587
23603,62.0,1326.535
23604,4.0,1138.0549
23605,3.0,1502.307
23606,3.0,1461.9272
23607,3.0,1466.6648
23608,3.0,1483.0526
23609,36.0,1553.615
23610,3.0,1580.0978
23611,328.0,1536.1893
23612,1552.0,1606.6484
23613,1550.0,1427.1342
23614,61.0,1433.8862
23615,62.0,792.939
23616,62.0,1367.2883
23617,62.0,1482.9209
23618,209.0,1526.0049
23619,1547.0,1572.0222
23620,1541.0,1583.5239
23621,1541.0,1367.9647
23622,62.0,1384.8158
23623,62.0,261.5218
23624,63.0,964.7913
23625,62.0,648.6741
23626,62.0,1489.8926
23627,62.0,1518.7782
23628,1553.0,1629.2367
23629,1542.0,1582.7129
23630,1550.0,1480.3342
23631,64.0,1462.825
23632,64.0,12.153571
23633,64.0,12.923121
23634,64.0,6.917564
23635,202.0,6.2108874
23636,1539.0,4.672269
23637,1546.0,5.4901385
23638,1548.0,3.4292696
23639,64.0,3.8387954
23640,64.0,4.418198
23641,64.0,5.1424336
23642,64.0,4.759172
23643,64.0,4.2556586
23644,228.0,4.1160097
23645,1531.0,156.7629
23646,64.0,1481.3115
23647,64.0,49.531986
23648,64.0,6.6692414
23649,64.0,9.397808
23650,64.0,14.444988
23651,64.0,11.715591
23652,1550.0,10.682445
23653,1532.0,496.56216
23654,1550.0,1387.3898
23655,64.0,1476.7771
23656,64.0,6.0906777
23657,5.0,10.171454
23658,5.0,38.897278
23659,4.0,85.24305
23660,4.0,661.5774
23661,4.0,1377.4789
23662,5.0,1220.973
23663,4.0,939.5049
23664,5.0,295.13348
23665,4.0,341.47363
23666,4.0,313.56583
23667,4.0,273.21127
23668,4.0,134.94577
23669,5.0,78.4927
23670,5.0,33.25133
23671,4.0,25.758566
23672,4.0,12.26503
23673,4.0,11.473523
23674,4.0,12.239553
23675,4.0,11.764709
23676,4.0,10.887669
23677,3.0,6.1960855
23678,3.0,6.469631
23679,3.0,5.94058
23680,3.0,3.3642404
23681,3.0,4.062728
23682,3.0,5.5462375
23683,3.0,5.7719088
23684,3.0,6.2743354
23685,3.0,5.980588
23686,3.0,6.052345
23687,3.0,6.346894
23688,3.0,6.7220144
23689,3.0,6.7214017
23690,3.0,6.591018
23691,3.0,6.2663665
23692,3.0,6.400558
23693,3.0,5.005683
23694,4.0,4.8367996
23695,4.0,2.6154556
23696,4.0,3.9117682
23697,4.0,4.483289
23698,5.0,4.6500525
23699,5.0,4.5287304
23700,4.0,4.3871646
23701,4.0,4.7834473
23702,4.0,4.7769694
23703,4.0,4.3933787
23704,5.0,4.0394287
23705,4.0,4.158328
23706,5.0,4.5177803
23707,5.0,3.9351494
23708,4.0,4.426917
23709,5.0,6.3482265
23710,37.0,4.9610057
23711,37.0,4.321285
23712,37.0,3.6614785
23713,37.0,3.8394463
23714,4.0,3.9418595
23715,713.0,3.9482496
23716,1546.0,246.19911
23717,1536.0,1525.9797
23718,64.0,1497.0123
23719,64.0,32.541145
23720,64.0,7.9533772
23721,64.0,13.971139
23722,64.0,170.93443
23723,1539.0,1511.224
23724,1537.0,1639.7306
23725,64.0,1591.4341
23726,64.0,67.12142
23727,64.0,11.587501
23728,64.0,11.241718
23729,64.0,14.685839
23730,64.0,16.611923
23731,1532.0,1147.9926
23732,1532.0,1595.2457
23733,1538.0,1537.165
23734,64.0,1605.5363
23735,64.0,170.23962
23736,64.0,62.669895
23737,64.0,73.94274
23738,1543.0,166.22057
23739,1530.0,1552.0828
23740,1536.0,1652.637
23741,64.0,1637.2987
23742,64.0,327.8275
23743,64.0,113.66241
23744,5.0,114.233696
23745,5.0,208.93182
23746,5.0,754.49646
23747,4.0,1474.3726
23748,4.0,1133.9791
23749,37.0,264.87982
23750,37.0,151.73088
23751,278.0,153.58093
23752,1492.0,278.4586
23753,1498.0,1513.8143
23754,1488.0,1584.5148
23755,1478.0,1372.7366
23756,1486.0,1303.8866
23757,1484.0,1231.9333
23758,1480.0,1243.9419
23759,4.0,1277.0176
23760,4.0,293.74667
23761,4.0,1462.7373
23762,4.0,1444.442
23763,4.0,1473.7628
23764,4.0,1430.5228
23765,4.0,1441.2789
23766,4.0,1344.3394
23767,4.0,1406.8151
23768,4.0,1437.0969
23769,4.0,1485.7417
23770,4.0,1507.6636
23771,4.0,1534.395
23772,4.0,1475.3976
23773,4.0,1513.1337
23774,4.0,1502.041
23775,4.0,1473.666
23776,4.0,1577.4082
23777,4.0,1327.2563
23778,4.0,1425.3928
23779,4.0,1514.4497
23780,4.0,1492.3656
23781,4.0,1447.1489
23782,4.0,1523.2888
23783,4.0,1519.464
23784,4.0,1465.6672
23785,4.0,1569.7559
23786,4.0,1424.4001
23787,4.0,1533.5345
23788,4.0,1497.387
23789,4.0,1528.1246
23790,4.0,1531.1781
23791,4.0,1482.8226
23792,4.0,1523.8214
23793,4.0,1435.2942
23794,4.0,1498.8253
23795,4.0,1512.6215
23796,4.0,1488.3341
23797,4.0,1513.3553
23798,4.0,1510.7347
23799,4.0,1499.2611
23800,4.0,1401.7317
23801,4.0,1431.1318
23802,4.0,992.27747
23803,4.0,1415.4674
23804,4.0,1425.1412
23805,4.0,1427.2557
23806,4.0,1382.6354
23807,4.0,1355.971
23808,4.0,1355.986
23809,4.0,1346.3303
23810,4.0,1074.5835
23811,4.0,1034.0726
23812,4.0,932.79865
23813,4.0,952.2145
23814,4.0,919.6587
23815,4.0,886.5395
23816,4.0,873.1656
23817,5.0,918.9502
23818,4.0,898.567
23819,4.0,907.95294
23820,4.0,916.7104
23821,4.0,878.52924
23822,4.0,838.4614
23823,5.0,884.49023
23824,4.0,911.2731
23825,4.0,952.9394
23826,4.0,936.236
23827,4.0,835.9353
23828,4.0,939.42444
23829,4.0,889.0452
23830,4.0,869.4204
23831,4.0,871.89966
23832,5.0,918.62244
23833,4.0,915.1711
23834,4.0,920.98047
23835,4.0,872.7366
23836,4.0,832.7268
23837,4.0,886.38336
23838,4.0,907.3182
23839,4.0,945.873
23840,5.0,936.2938
23841,4.0,942.9396
23842,4.0,929.94446
23843,4.0,918.32983
23844,5.0,917.98816
23845,4.0,895.4379
23846,4.0,906.0013
23847,4.0,759.0869
23848,5.0,552.6896
23849,4.0,364.08414
23850,4.0,236.78606
23851,4.0,100.15778
23852,4.0,37.381313
23853,4.0,17.814945
23854,4.0,10.867695
23855,4.0,7.6613708
23856,4.0,9.209892
23857,4.0,3.6184258
23858,4.0,3.0562546
23859,4.0,2.9954238
23860,4.0,2.9289422
23861,4.0,3.248628
23862,4.0,3.3550594
23863,4.0,4.544582
23864,4.0,4.644512
23865,4.0,4.7933183
23866,4.0,4.6772547
23867,4.0,4.599447
23868,4.0,4.9332438
23869,4.0,5.189383
23870,4.0,5.3370624
23871,4.0,5.3800054
23872,4.0,5.3046827
23873,4.0,5.296079
23874,4.0,5.2837024
23875,4.0,5.1554213
23876,4.0,5.3915343
23877,4.0,5.481223
23878,4.0,5.785794
23879,4.0,6.1537037
23880,4.0,6.210962
23881,4.0,6.212478
23882,4.0,6.0451736
23883,4.0,6.0411205
23884,4.0,6.0972085
23885,4.0,6.2361045
23886,4.0,6.2234373
23887,4.0,6.249186
23888,4.0,6.276514
23889,4.0,6.2968593
23890,4.0,6.2773275
23891,46.0,6.207907
23892,37.0,6.2238364
23893,36.0,6.146987
23894,37.0,5.8916154
23895,4.0,5.6374726
23896,1522.0,5.5289755
23897,1517.0,47.69255
23898,1529.0,1205.5942
23899,1522.0,1379.8314
23900,1525.0,1395.6508
23901,1520.0,1372.1204
23902,1515.0,1386.7784
23903,1520.0,1369.4648
23904,1506.0,1357.5892
23905,1509.0,1345.0385
23906,1523.0,1347.3289
23907,1505.0,1342.6401
23908,1512.0,1319.8296
23909,1515.0,1291.3108
23910,1508.0,1271.375
23911,1518.0,1265.1221
23912,1501.0,1262.1482
23913,1508.0,1264.9296
23914,1507.0,1266.386
23915,1501.0,1288.1427
23916,1504.0,1291.0815
23917,1491.0,1293.959
23918,1497.0,1295.1604
23919,1496.0,1293.9454
23920,1482.0,1303.5002
23921,1503.0,1309.4778
23922,1491.0,1307.8475
23923,1505.0,1314.2777
23924,1492.0,1316.8201
23925,1473.0,1315.3536
23926,1489.0,1309.8768
23927,1484.0,1304.1039
23928,1496.0,1302.1227
23929,1491.0,1301.778
23930,1483.0,1307.2957
23931,1490.0,1311.7783
23932,1472.0,1316.089
23933,1483.0,1319.9366
23934,1465.0,1322.5375
23935,1469.0,1325.4204
23936,1484.0,1326.4279
23937,1465.0,1322.6427
23938,1463.0,1321.8861
23939,1477.0,1319.724
23940,1470.0,1315.8925
23941,1465.0,1305.4277
23942,1466.0,1149.8469
23943,1452.0,922.71924
23944,1461.0,222.72136
23945,1454.0,659.35657
23946,1457.0,719.5131
23947,1466.0,1343.2083
23948,1452.0,1320.4563
23949,1452.0,1304.1486
23950,1443.0,1292.037
23951,1456.0,1257.3588
23952,1445.0,1252.7644
23953,1450.0,1254.1631
23954,1454.0,1252.64
23955,1446.0,1251.9779
23956,1448.0,1251.536
23957,1434.0,1250.7708
23958,1442.0,1251.8909
23959,4.0,1251.8635
23960,4.0,1469.2291
23961,4.0,1403.1738
23962,37.0,1392.6149
23963,36.0,1396.3523
23964,36.0,1401.2623
23965,36.0,1400.72
23966,37.0,1401.8423
23967,37.0,1400.5264
23968,36.0,1401.3246
23969,36.0,1400.1746
23970,37.0,1404.3374
23971,37.0,1404.3585
23972,4.0,1404.3771
23973,4.0,1405.112
23974,4.0,1414.6658
23975,4.0,1405.1913
23976,4.0,1406.1853
23977,4.0,1406.6205
23978,4.0,1406.9066
23979,4.0,1407.0592
23980,4.0,1407.3693
23981,4.0,1407.4755
23982,4.0,1407.7289
23983,4.0,1407.4153
23984,4.0,1407.8895
23985,4.0,1407.4514
23986,4.0,1408.8296
23987,4.0,1408.3035
23988,4.0,1412.2991
23989,4.0,1413.6501
23990,4.0,1425.6165
23991,4.0,1460.4835
23992,4.0,1460.7498
23993,4.0,1495.1161
23994,4.0,1073.0159
23995,4.0,1488.178
23996,4.0,1403.6189
23997,4.0,1366.3572
23998,4.0,1368.5758
23999,4.0,1369.8555
24000,4.0,1369.6136
24001,4.0,1369.4478
24002,4.0,1369.5212
24003,4.0,1369.7316
24004,4.0,1369.5327
24005,4.0,1369.6234
24006,4.0,1371.31
24007,4.0,1370.3354
24008,4.0,1366.0121
24009,4.0,1361.972
24010,4.0,1366.5823
24011,4.0,1365.8845
24012,4.0,1365.564
24013,4.0,1365.33
24014,4.0,1365.119
24015,4.0,1365.1537
24016,4.0,1366.5918
24017,4.0,1365.3042
24018,4.0,1365.1023
24019,4.0,1365.2582
24020,4.0,1364.9899
24021,4.0,1364.4521
24022,4.0,1364.583
24023,4.0,1364.3533
24024,4.0,1364.959
24025,4.0,1364.4288
24026,4.0,1364.6515
24027,4.0,1365.0992
24028,4.0,1364.7993
24029,4.0,1364.8516
24030,4.0,1364.8638
24031,4.0,1364.8499
24032,4.0,1365.1859
24033,4.0,1364.4375
24034,4.0,1364.5245
24035,4.0,1365.0188
24036,4.0,1365.0309
24037,4.0,1367.0851
24038,4.0,1365.245
24039,4.0,1365.0254
24040,4.0,1366.5646
24041,4.0,1368.9075
24042,4.0,1358.6675
24043,6.0,1376.1863
24044,4.0,1361.4786
24045,4.0,1368.0977
24046,4.0,1367.9403
24047,4.0,1367.5286
24048,4.0,1367.5988
24049,4.0,1369.9923
24050,4.0,1369.6493
24051,4.0,1365.7526
24052,4.0,1367.34
24053,4.0,1371.828
24054,4.0,1366.0947
24055,4.0,1367.7596
24056,4.0,1369.9084
24057,4.0,1367.711
24058,4.0,1370.2076
24059,4.0,1368.8793
24060,4.0,1366.7565
24061,4.0,1369.6471
24062,4.0,1370.0831
24063,5.0,1287.2861
24064,4.0,963.9724
24065,4.0,259.85352
24066,4.0,46.15998
24067,4.0,21.675972
24068,4.0,50.576664
24069,4.0,43.03424
24070,4.0,77.81601
24071,37.0,371.68814
24072,197.0,1445.5199
24073,1458.0,1421.9685
24074,1462.0,1474.2358
24075,1467.0,1323.4058
24076,1451.0,1272.2075
24077,1458.0,1272.1327
24078,1468.0,1271.3468
24079,1452.0,1270.3918
24080,1461.0,1268.1199
24081,1460.0,1268.2394
24082,1457.0,1270.3892
24083,1465.0,1270.6646
24084,1450.0,1267.9727
24085,1455.0,1268.3822
24086,1459.0,1269.514
24087,1463.0,1267.8033
24088,4.0,1268.4596
24089,4.0,1488.0007
24090,36.0,1435.3582
24091,4.0,1417.6981
24092,4.0,1415.4651
24093,4.0,1416.7128
24094,4.0,1418.4897
24095,4.0,1416.7701
24096,4.0,1417.6835
24097,4.0,1419.1276
24098,4.0,1420.5463
24099,4.0,1413.9104
24100,4.0,1415.0286
24101,4.0,1412.9392
24102,4.0,1413.2007
24103,4.0,1414.7974
24104,4.0,1407.704
24105,4.0,1418.778
24106,4.0,1417.6216
24107,4.0,1417.0211
24108,4.0,1416.0251
24109,4.0,1412.3545
24110,4.0,1403.8901
24111,4.0,1423.4506
24112,4.0,1445.1595
24113,4.0,1453.7214
24114,4.0,1409.9298
24115,4.0,1430.8201
24116,4.0,1288.7115
24117,4.0,1187.8954
24118,4.0,1289.396
24119,4.0,1358.2454
24120,4.0,1382.1179
24121,4.0,1278.5206
24122,4.0,1368.054
24123,4.0,1365.9253
24124,4.0,1368.1837
24125,4.0,1369.1624
24126,4.0,1367.9824
24127,4.0,1367.6504
24128,4.0,1367.5834
24129,4.0,1367.2358
24130,4.0,1367.2341
24131,4.0,1367.7524
24132,4.0,1367.2852
24133,4.0,1367.8102
24134,4.0,1368.3053
24135,4.0,1368.2272
24136,5.0,1368.3387
24137,4.0,1364.5176
24138,4.0,1362.1667
24139,4.0,1367.758
24140,4.0,1367.9045
24141,4.0,1367.8346
24142,4.0,1368.0095
24143,4.0,1367.9125
24144,4.0,1368.3788
24145,4.0,1367.8159
24146,4.0,1366.8796
24147,4.0,1367.8269
24148,4.0,1366.7544
24149,4.0,1367.0455
24150,4.0,1367.3176
24151,4.0,1366.4661
24152,4.0,1368.0549
24153,4.0,1368.1063
24154,4.0,1368.11
24155,4.0,1369.1609
24156,4.0,1367.36
24157,4.0,1366.6387
24158,4.0,1367.4016
24159,4.0,1367.6854
24160,4.0,1367.6862
24161,4.0,1367.5109
24162,4.0,1368.9167
24163,4.0,1367.9084
24164,4.0,1369.6129
24165,4.0,1365.9014
24166,4.0,1366.1328
24167,4.0,1357.1196
24168,5.0,1359.539
24169,4.0,1362.1597
24170,4.0,1360.474
24171,4.0,1359.8644
24172,4.0,1361.512
24173,4.0,1360.0945
24174,4.0,1362.0063
24175,4.0,1360.0935
24176,4.0,1362.3616
24177,4.0,1359.8704
24178,4.0,1361.1023
24179,4.0,1361.538
24180,4.0,1361.3035
24181,4.0,1360.0732
24182,3.0,1361.4558
24183,4.0,1360.969
24184,5.0,1359.6453
24185,4.0,1362.3136
24186,4.0,1360.5914
24187,4.0,1359.7622
24188,4.0,1361.3805
24189,4.0,1360.8408
24190,4.0,1360.1072
24191,4.0,1360.4121
24192,4.0,1361.8748
24193,4.0,1360.262
24194,4.0,1359.2241
24195,4.0,1361.6826
24196,4.0,1360.5391
24197,4.0,1359.7343
24198,4.0,1361.1005
24199,4.0,1360.3428
24200,4.0,1360.3026
24201,4.0,1360.7305
24202,4.0,1359.447
24203,4.0,1360.9706
24204,4.0,1360.875
24205,4.0,1360.2738
24206,4.0,1359.8832
24207,4.0,1361.2546
24208,4.0,1359.9109
24209,4.0,1359.2133
24210,4.0,1360.5916
24211,4.0,1360.7236
24212,4.0,1360.7175
24213,4.0,1358.9618
24214,4.0,1360.9174
24215,4.0,1360.9401
24216,4.0,1360.3063
24217,4.0,1359.3749
24218,4.0,1361.0427
24219,4.0,1360.6238
24220,4.0,1360.1161
24221,4.0,1360.4543
24222,4.0,1360.35
24223,4.0,1360.6368
